xmin	xmax	clickSelects	group
0.0454545454545455	0.0507708665603402	1402876800	1
0.0507708665603402	0.0667198298777246	1402963200	1
0.0667198298777246	0.0853269537480064	1403395200	1
0.0853269537480064	0.0933014354066986	1403568000	1
0.0933014354066986	0.103934077618288	1403654400	1
0.103934077618288	0.114566719829878	1403913600	1
0.114566719829878	0.12254120148857	1.404e+09	1
0.12254120148857	0.130515683147262	1404172800	1
0.130515683147262	0.135832004253057	1404259200	1
0.135832004253057	0.149122807017544	1404345600	1
0.149122807017544	0.162413609782031	1404691200	1
0.162413609782031	0.170388091440723	1404777600	1
0.170388091440723	0.18367889420521	1404950400	1
0.18367889420521	0.202286018075492	1405209600	1
0.202286018075492	0.220893141945774	1405555200	1
0.220893141945774	0.239500265816055	1405814400	1
0.239500265816055	0.25544922913344	1406160000	1
0.25544922913344	0.279372674109516	1406332800	1
0.279372674109516	0.303296119085593	1406937600	1
0.303296119085593	0.329877724614567	1407110400	1
0.329877724614567	0.359117490696438	1407801600	1
0.359117490696438	0.372408293460925	1408060800	1
0.372408293460925	0.380382775119617	1408233600	1
0.380382775119617	0.388357256778309	1408320000	1
0.388357256778309	0.406964380648591	1408492800	1
0.406964380648591	0.42822966507177	1408924800	1
0.42822966507177	0.446836788942052	1409184000	1
0.446836788942052	0.460127591706539	1409529600	1
0.460127591706539	0.465443912812334	1409616000	1
0.465443912812334	0.470760233918129	1409702400	1
0.470760233918129	0.476076555023923	1409788800	1
0.476076555023923	0.481392876129718	1409875200	1
0.481392876129718	0.486709197235513	1409961600	1
0.486709197235513	0.492025518341308	1410048000	1
0.492025518341308	0.5	1410134400	1
0.5	0.507974481658692	1410307200	1
0.507974481658692	0.513290802764487	1410393600	1
0.513290802764487	0.518607123870282	1410480000	1
0.518607123870282	0.523923444976077	1410566400	1
0.523923444976077	0.529239766081871	1410652800	1
0.529239766081871	0.534556087187666	1410739200	1
0.534556087187666	0.539872408293461	1410825600	1
0.539872408293461	0.55050505050505	1410912000	1
0.55050505050505	0.56113769271664	1411171200	1
0.56113769271664	0.569112174375332	1411257600	1
0.569112174375332	0.579744816586922	1411430400	1
0.579744816586922	0.587719298245614	1411603200	1
0.587719298245614	0.593035619351409	1411689600	1
0.593035619351409	0.598351940457204	1411776000	1
0.598351940457204	0.606326422115896	1411862400	1
0.606326422115896	0.614300903774588	1412035200	1
0.614300903774588	0.62227538543328	1412121600	1
0.62227538543328	0.63290802764487	1412294400	1
0.63290802764487	0.643540669856459	1412467200	1
0.643540669856459	0.688729399255715	1412640000	1
0.688729399255715	0.731259968102073	1413936000	1
0.731259968102073	0.736576289207868	1414022400	1
0.736576289207868	0.741892610313663	1414108800	1
0.741892610313663	0.752525252525252	1414195200	1
0.752525252525252	0.763157894736842	1414454400	1
0.763157894736842	0.768474215842637	1414540800	1
0.768474215842637	0.773790536948432	1414627200	1
0.773790536948432	0.781765018607124	1414713600	1
0.781765018607124	0.792397660818713	1414886400	1
0.792397660818713	0.808346624136098	1415059200	1
0.808346624136098	0.834928229665072	1415404800	1
0.834928229665072	0.853535353535353	1415923200	1
0.853535353535353	0.866826156299841	1416009600	1
0.866826156299841	0.880116959064328	1416355200	1
0.880116959064328	0.885433280170122	1416441600	1
0.885433280170122	0.893407761828814	1416528000	1
0.893407761828814	0.901382243487507	1416700800	1
0.901382243487507	0.909356725146199	1416787200	1
0.909356725146199	0.917331206804891	1416960000	1
0.917331206804891	0.922647527910686	1417046400	1
0.922647527910686	0.927963849016481	1417132800	1
0.927963849016481	0.933280170122275	1417219200	1
0.933280170122275	0.93859649122807	1417305600	1
0.93859649122807	0.943912812333865	1417392000	1
0.943912812333865	0.94922913343966	1417478400	1
0.94922913343966	0.954545454545455	1417564800	1
